edad,ingreso_mensual,distancia_casa,anios_empresa,satisfaccion_laboral,nivel_cargo,horas_extra,num_empresas_previas,abandono
27,9249.78,10.0,13.0,3,2,1,0,1
42,1000.0,2.0,30.0,1,3,1,2,0
46,1000.0,12.0,31.0,2,2,1,5,0
58,9484.47,14.0,2.0,3,1,0,7,0
36,1000.0,23.0,16.0,1,1,0,7,0
24,12010.83,5.0,3.0,4,2,0,9,0
53,1000.0,17.0,24.0,2,4,0,5,0
45,10295.05,20.0,31.0,1,2,1,1,0
48,2501.37,14.0,22.0,2,2,0,0,0
22,11220.07,27.0,12.0,1,3,1,0,1
31,20936.72,10.0,38.0,2,3,1,5,0
51,1000.0,12.0,3.0,3,3,0,6,0
53,9629.2,1.0,5.0,2,2,0,1,0
36,1000.0,12.0,14.0,4,5,0,3,0
52,8420.46,1.0,37.0,3,2,1,4,0
54,5569.53,29.0,35.0,3,1,0,3,0
34,,7.0,22.0,3,4,0,2,1
56,2397.41,24.0,38.0,1,5,1,3,0
30,10012.43,4.0,36.0,1,5,1,7,0
28,1000.0,8.0,23.0,4,2,1,6,0
47,12087.37,4.0,4.0,3,4,0,8,0
45,4658.37,11.0,35.0,2,1,1,8,1
24,1000.0,18.0,25.0,3,4,0,2,1
53,13677.22,13.0,5.0,2,3,0,3,0
26,6196.96,,33.0,1,2,0,6,0
52,15084.36,24.0,15.0,2,1,0,5,0
18,11996.1,2.0,31.0,4,3,0,8,0
52,2908.34,13.0,10.0,2,2,0,9,1
51,6117.55,18.0,0.0,3,5,1,4,0
51,7044.67,16.0,18.0,1,4,1,6,1
46,13368.36,5.0,,1,3,0,9,1
38,8468.83,6.0,34.0,2,2,0,5,0
48,,11.0,4.0,3,3,0,2,0
29,5600.54,19.0,36.0,4,3,0,8,0
51,6272.49,29.0,6.0,4,2,1,1,1
41,12370.66,11.0,37.0,2,1,1,6,1
37,6516.67,16.0,28.0,1,3,1,1,0
39,4722.51,9.0,14.0,2,1,0,2,0
42,3959.72,1.0,38.0,4,1,1,9,0
19,4008.06,12.0,14.0,3,1,0,2,0
24,1000.0,11.0,25.0,4,2,1,6,0
28,3123.31,5.0,0.0,2,2,0,4,0
22,13242.89,20.0,4.0,3,1,0,1,0
36,5570.3,8.0,14.0,3,2,1,6,1
46,9669.85,7.0,9.0,3,4,0,3,0
46,1000.0,12.0,9.0,3,2,1,9,0
38,9057.4,28.0,15.0,2,2,0,3,0
54,5773.91,19.0,24.0,3,1,1,5,1
42,4333.52,13.0,5.0,4,2,1,8,1
21,7314.32,24.0,30.0,2,3,0,4,0
50,4268.79,1.0,33.0,3,4,0,3,0
42,1000.0,10.0,33.0,4,4,1,3,1
45,10650.12,16.0,7.0,3,2,0,0,0
42,7593.58,15.0,35.0,3,1,0,7,0
41,5087.26,20.0,5.0,1,3,0,0,0
21,2152.17,21.0,4.0,4,5,0,7,0
42,1000.0,14.0,29.0,4,5,0,5,0
52,7507.52,27.0,30.0,4,5,0,0,0
31,13760.48,27.0,5.0,2,1,0,1,0
43,7414.25,14.0,16.0,4,4,1,0,0
19,1000.0,27.0,16.0,2,1,0,9,1
32,7513.03,19.0,28.0,3,1,0,0,0
36,6259.96,5.0,20.0,2,3,1,9,0
60,10388.2,4.0,24.0,2,1,1,0,0
27,9230.3,3.0,3.0,3,2,0,5,0
29,1000.0,7.0,39.0,3,1,0,5,0
35,8953.59,10.0,22.0,4,1,0,6,0
60,1984.34,3.0,26.0,2,1,1,4,0
54,1000.0,18.0,19.0,4,2,1,1,0
19,5651.87,12.0,9.0,3,2,0,2,1
28,8349.37,18.0,26.0,1,2,0,0,0
53,1000.0,15.0,11.0,2,3,1,8,1
20,9670.59,8.0,8.0,4,1,1,0,1
54,9935.02,18.0,22.0,4,4,0,6,1
30,6711.39,28.0,14.0,1,1,1,5,1
57,2595.69,10.0,35.0,3,4,1,2,0
30,2092.8,9.0,26.0,3,5,0,1,0
36,11116.69,15.0,14.0,3,4,0,5,0
46,1000.0,24.0,1.0,3,2,0,7,0
23,11290.12,16.0,13.0,4,3,1,4,0
41,5756.6,25.0,4.0,2,1,0,7,1
39,6068.74,3.0,8.0,1,5,1,6,1
51,1000.0,3.0,11.0,2,1,1,9,1
60,5839.78,12.0,26.0,4,2,1,2,1
46,9261.13,7.0,4.0,3,2,0,7,0
35,1000.0,1.0,6.0,2,3,0,3,0
35,8743.86,7.0,1.0,4,3,0,5,0
35,6900.56,8.0,36.0,3,2,0,4,0
53,3603.1,27.0,39.0,2,1,0,3,0
31,10346.03,23.0,11.0,1,3,0,6,0
25,1000.0,11.0,18.0,4,5,0,9,0
32,8060.06,28.0,12.0,3,1,0,4,0
18,13787.46,25.0,21.0,2,3,0,1,0
22,12979.74,8.0,22.0,2,2,1,4,0
21,8254.13,14.0,10.0,2,2,0,1,0
51,5142.44,27.0,25.0,3,1,0,5,0
49,3638.89,14.0,0.0,2,3,1,6,1
47,5136.83,11.0,25.0,2,1,0,4,1
37,8947.13,27.0,30.0,2,4,0,9,0
48,2867.4,20.0,2.0,4,1,0,2,0
24,9908.41,13.0,28.0,3,2,0,0,0
56,16099.22,26.0,29.0,2,1,1,6,0
39,6221.53,22.0,38.0,3,3,1,9,0
58,1000.0,11.0,32.0,3,1,1,0,0
24,1000.0,13.0,0.0,4,2,0,3,1
39,9994.54,2.0,3.0,4,2,0,5,0
47,6231.14,3.0,5.0,3,2,0,6,0
39,10445.74,28.0,23.0,3,2,0,8,1
37,4098.65,2.0,28.0,2,1,1,6,1
25,10237.81,25.0,26.0,4,1,0,9,0
34,5787.65,7.0,13.0,3,1,0,5,0
28,3203.73,16.0,8.0,2,1,1,2,0
30,4695.51,21.0,2.0,3,1,0,9,1
47,1113.26,29.0,14.0,2,1,1,3,0
45,15452.12,11.0,12.0,3,2,1,3,0
44,6066.28,27.0,12.0,2,1,0,6,0
33,9400.31,14.0,3.0,2,2,1,7,0
59,4084.09,26.0,11.0,1,3,1,6,0
21,,3.0,33.0,2,3,1,5,1
32,5447.54,8.0,9.0,2,2,1,6,1
23,11455.37,19.0,35.0,3,1,0,7,0
32,4156.71,21.0,3.0,3,2,0,2,0
59,2582.61,24.0,25.0,3,1,1,8,0
33,7199.59,11.0,4.0,2,2,0,5,0
57,8745.6,19.0,15.0,4,4,1,3,1
39,13892.82,19.0,38.0,4,2,0,3,0
48,8091.88,29.0,30.0,3,5,0,0,0
37,9397.97,4.0,20.0,3,1,1,4,0
29,9736.74,1.0,25.0,4,1,0,7,0
50,1311.43,17.0,26.0,3,1,0,9,1
59,2165.01,1.0,31.0,2,1,1,1,0
29,1622.47,6.0,23.0,3,1,0,7,0
51,1000.0,15.0,20.0,2,5,1,2,1
29,10079.57,8.0,3.0,4,2,1,1,0
48,7805.23,8.0,38.0,3,5,0,5,0
51,6857.73,11.0,22.0,4,4,0,0,0
37,1000.0,20.0,11.0,1,3,0,1,1
49,15749.65,11.0,5.0,3,4,1,2,0
29,2475.78,24.0,24.0,3,1,0,8,0
21,15733.16,5.0,31.0,4,4,0,1,0
22,1000.0,3.0,32.0,4,3,1,2,0
37,2844.19,5.0,35.0,2,2,0,9,0
56,1000.0,27.0,35.0,4,3,1,3,0
23,8129.56,9.0,24.0,4,4,0,2,1
37,1544.34,1.0,37.0,4,5,1,7,0
48,1671.5,10.0,2.0,3,1,0,0,0
26,1000.0,20.0,15.0,4,1,0,1,0
49,9998.1,11.0,19.0,1,1,0,3,0
31,9701.59,12.0,27.0,2,4,1,6,0
52,14654.15,3.0,11.0,1,1,0,0,0
42,3414.32,20.0,11.0,3,3,1,0,0
41,7484.69,7.0,36.0,4,2,1,0,0
25,1000.0,3.0,25.0,3,4,1,6,0
37,4992.32,21.0,25.0,3,4,0,7,0
54,4165.2,28.0,7.0,4,2,1,3,0
18,8590.02,18.0,20.0,3,2,1,1,0
50,11076.6,28.0,16.0,3,4,1,7,0
39,10959.8,12.0,24.0,3,1,1,7,0
48,2707.34,16.0,36.0,3,2,0,0,0
46,10993.11,11.0,11.0,3,5,0,7,0
36,6301.62,15.0,32.0,4,3,0,9,0
31,5039.31,26.0,25.0,3,5,1,6,1
44,3311.7,19.0,19.0,3,2,0,3,0
24,3980.29,1.0,38.0,3,3,1,2,0
43,14340.41,17.0,5.0,4,5,0,3,0
22,7883.35,11.0,27.0,3,3,0,3,0
45,7285.75,16.0,15.0,4,4,0,1,0
45,5319.89,17.0,27.0,3,4,0,9,0
21,17506.9,18.0,5.0,1,1,0,1,0
50,12372.55,26.0,29.0,3,1,0,2,0
35,3255.22,25.0,2.0,2,3,0,0,0
51,5268.73,29.0,13.0,2,4,1,5,1
19,5535.9,18.0,36.0,2,4,0,1,0
25,7156.42,9.0,25.0,3,2,0,7,0
39,3344.48,6.0,19.0,3,3,0,5,0
26,8474.67,25.0,13.0,3,3,0,5,0
32,13034.4,27.0,3.0,3,2,1,7,1
46,1000.0,2.0,4.0,2,2,1,9,0
24,1423.34,7.0,28.0,4,5,0,1,0
47,4325.79,20.0,10.0,4,2,0,6,1
22,4534.42,5.0,2.0,4,1,1,1,1
25,15493.1,2.0,17.0,2,2,1,0,1
43,11007.69,29.0,15.0,4,1,0,0,0
52,10749.45,3.0,38.0,4,3,1,2,0
25,5310.35,7.0,9.0,1,4,0,4,0
30,5211.59,29.0,10.0,2,3,0,2,1
57,1000.0,3.0,6.0,2,4,0,2,0
60,10017.83,24.0,7.0,3,3,0,9,0
42,8709.75,17.0,21.0,3,2,0,1,1
37,12286.99,16.0,8.0,2,2,0,0,0
32,5551.27,24.0,28.0,2,2,0,4,0
44,5861.99,1.0,32.0,3,2,0,6,0
43,7265.2,2.0,19.0,3,1,0,5,0
30,10513.54,6.0,9.0,3,3,0,6,0
18,,15.0,32.0,2,1,0,1,0
24,9812.25,28.0,38.0,3,1,0,4,0
59,6407.77,2.0,36.0,4,2,0,7,0
35,1736.13,13.0,36.0,2,5,1,3,0
38,1000.0,13.0,32.0,3,2,1,5,1
38,5885.87,6.0,29.0,2,3,0,1,0
51,13014.71,10.0,38.0,2,2,1,7,0
20,14036.08,6.0,13.0,4,1,0,9,1
21,8099.19,4.0,37.0,4,1,0,3,0
29,15329.03,16.0,0.0,2,1,1,0,0
38,6306.77,27.0,33.0,2,2,1,3,1
46,10789.87,12.0,13.0,1,2,0,8,0
39,4469.46,19.0,11.0,3,3,0,9,1
36,4184.31,20.0,27.0,1,1,1,5,1
58,3451.21,25.0,6.0,3,1,0,6,0
24,1000.0,24.0,39.0,2,1,1,6,1
42,12291.92,27.0,29.0,3,4,0,1,0
41,3612.65,24.0,0.0,4,2,1,1,0
38,2893.53,27.0,33.0,1,2,0,7,0
52,1190.13,29.0,4.0,4,3,1,4,0
29,5580.38,22.0,32.0,4,1,1,7,1
59,14435.72,15.0,32.0,2,1,1,3,0
32,15922.0,9.0,25.0,4,2,0,9,0
41,1000.0,17.0,,3,4,0,7,0
40,4904.98,25.0,33.0,3,4,0,5,1
54,1845.39,22.0,34.0,3,2,1,8,1
36,10947.52,16.0,28.0,2,1,0,5,0
30,7789.67,3.0,6.0,1,2,0,2,1
18,3635.44,8.0,26.0,3,1,0,3,0
33,6826.58,17.0,8.0,3,5,1,1,0
53,4351.62,12.0,1.0,4,1,1,5,0
18,13764.11,14.0,6.0,3,1,0,6,1
56,8961.32,9.0,18.0,2,1,0,0,0
41,9514.21,3.0,38.0,1,4,0,4,0
24,1000.0,14.0,1.0,4,2,1,8,1
30,6199.45,13.0,,2,1,1,7,1
41,15874.45,23.0,3.0,4,2,0,6,0
31,12467.58,4.0,7.0,2,1,0,2,0
22,1000.0,15.0,21.0,1,1,0,6,0
46,5089.58,25.0,32.0,2,5,1,2,0
46,1093.16,8.0,1.0,3,3,1,6,1
23,14199.96,10.0,32.0,2,3,0,8,0
30,7599.25,3.0,36.0,4,2,0,2,0
28,3044.92,17.0,3.0,3,2,0,7,1
46,6653.71,25.0,18.0,1,3,0,0,1
49,1000.0,14.0,32.0,3,1,1,6,1
49,1617.67,13.0,27.0,2,3,1,5,0
58,6664.0,22.0,7.0,3,2,0,9,0
51,10305.54,13.0,5.0,4,2,0,5,1
31,1000.0,12.0,17.0,4,1,0,0,1
22,4784.8,23.0,33.0,3,4,0,8,1
44,11043.59,9.0,37.0,2,5,1,2,0
57,1000.0,25.0,19.0,3,1,0,6,1
59,7531.32,8.0,21.0,3,1,0,7,0
27,6796.89,15.0,22.0,3,3,0,3,0
28,14214.71,8.0,19.0,1,3,0,0,0
19,5464.39,19.0,25.0,2,2,0,5,1
24,5727.8,13.0,10.0,4,5,0,4,0
41,10347.32,7.0,21.0,4,4,0,5,0
41,1000.0,,24.0,1,1,1,9,1
33,5506.03,28.0,22.0,4,1,0,7,0
31,4449.24,1.0,38.0,4,1,0,2,0
53,5874.9,17.0,29.0,1,4,0,7,0
37,10317.83,21.0,29.0,4,2,1,2,0
52,8993.73,21.0,32.0,4,5,0,6,0
59,3130.93,7.0,21.0,3,3,0,2,0
31,7115.15,4.0,12.0,4,3,0,8,1
26,13206.99,15.0,21.0,2,1,1,4,0
58,2758.85,19.0,36.0,3,1,0,3,1
45,7153.25,9.0,35.0,3,5,0,9,0
30,5630.78,11.0,14.0,3,2,0,8,0
44,6216.48,16.0,19.0,2,5,0,1,0
40,1000.0,14.0,10.0,3,2,1,0,0
56,12848.43,15.0,0.0,4,3,1,8,0
29,3015.42,20.0,12.0,4,2,1,8,1
60,11117.32,29.0,4.0,1,1,0,2,0
58,3703.81,24.0,14.0,3,2,1,3,0
25,3685.23,1.0,2.0,1,5,0,6,1
25,11959.05,11.0,12.0,3,2,0,6,0
40,10972.48,1.0,28.0,2,2,0,4,0
19,7439.0,26.0,,4,3,0,7,1
30,9925.18,19.0,35.0,3,3,0,3,0
36,5201.51,7.0,22.0,3,4,0,3,0
59,6462.35,25.0,21.0,3,2,1,4,1
60,3522.69,17.0,38.0,2,2,0,2,0
24,10568.29,2.0,22.0,1,2,1,8,1
56,3379.64,5.0,3.0,1,5,0,7,0
21,13183.2,24.0,37.0,3,5,0,5,0
50,5078.75,9.0,24.0,4,3,0,3,0
54,6592.29,16.0,26.0,2,1,1,5,1
56,9914.28,26.0,3.0,4,4,0,3,0
27,6607.39,9.0,18.0,1,1,0,2,1
56,5159.41,1.0,18.0,2,1,0,6,1
22,6364.89,3.0,32.0,3,2,1,1,0
40,10522.18,27.0,15.0,4,3,0,6,0
38,3517.17,18.0,13.0,4,1,0,6,1
31,5931.93,10.0,27.0,3,2,1,0,0
18,6546.29,,0.0,3,3,1,1,1
51,10390.63,21.0,29.0,1,3,1,5,0
32,6050.7,2.0,0.0,2,1,0,0,0
46,14637.35,3.0,9.0,4,1,1,8,1
35,5795.58,18.0,19.0,3,3,0,5,0
34,5430.42,19.0,7.0,2,1,0,4,1
56,5730.36,17.0,1.0,2,1,0,4,0
22,1000.0,27.0,,1,5,1,3,1
49,1834.73,8.0,28.0,4,3,0,6,0
50,4112.0,17.0,9.0,3,2,0,6,0
34,11611.23,9.0,10.0,4,2,0,0,0
29,6350.93,11.0,27.0,3,3,0,1,1
18,4319.1,5.0,37.0,4,2,1,8,1
58,12019.41,24.0,20.0,1,3,0,9,0
58,13480.3,21.0,22.0,2,3,0,8,1
28,12149.22,21.0,33.0,2,1,1,2,0
19,2661.1,5.0,2.0,2,2,1,8,1
23,4271.38,4.0,39.0,4,2,1,6,1
20,14661.81,23.0,19.0,4,3,0,2,0
53,7585.13,20.0,15.0,2,3,1,6,0
56,5295.68,1.0,24.0,3,4,0,7,0
24,9732.57,20.0,36.0,3,2,0,7,0
50,11032.85,29.0,37.0,3,2,0,9,0
25,3928.48,22.0,31.0,1,3,1,8,1
33,7487.48,9.0,19.0,2,2,0,7,0
43,10669.52,10.0,5.0,1,5,1,5,1
48,1278.71,22.0,7.0,4,2,1,6,0
55,6555.55,12.0,33.0,3,2,1,9,1
19,1485.25,22.0,5.0,3,4,0,4,1
26,2073.89,28.0,19.0,4,3,0,6,1
30,3966.05,12.0,16.0,2,2,0,3,0
31,8647.04,17.0,28.0,1,2,0,9,0
60,5050.9,15.0,13.0,2,3,0,8,0
51,3582.12,15.0,28.0,3,2,0,0,0
31,6732.0,3.0,20.0,3,2,1,1,0
59,1338.67,29.0,35.0,1,3,1,8,0
39,8429.61,16.0,7.0,1,1,0,6,0
39,11591.24,7.0,30.0,3,3,0,6,0
36,6143.58,,28.0,3,1,0,1,0
24,5588.08,12.0,32.0,1,3,1,8,1
58,8180.48,24.0,19.0,4,1,0,7,0
18,1000.0,23.0,12.0,2,2,0,3,0
25,8915.68,12.0,20.0,1,1,0,8,1
27,20458.49,21.0,38.0,2,2,1,6,1
30,5947.96,1.0,7.0,3,3,0,8,0
23,5963.94,29.0,26.0,3,2,1,5,0
18,9846.23,15.0,8.0,3,2,1,4,0
47,13904.0,19.0,30.0,2,5,1,7,0
59,10887.36,19.0,16.0,3,1,0,0,0
23,1000.0,10.0,34.0,2,2,1,6,0
30,9035.29,21.0,6.0,2,2,0,9,0
39,18073.69,12.0,4.0,3,4,0,8,0
57,9300.98,20.0,38.0,3,1,0,3,0
47,1304.29,3.0,13.0,1,2,0,4,1
50,7768.23,5.0,3.0,2,4,0,2,0
42,1000.0,27.0,33.0,1,2,0,5,0
35,12047.62,22.0,16.0,3,4,1,6,0
26,2198.53,4.0,36.0,3,1,0,8,0
55,6834.1,7.0,17.0,3,1,0,8,0
52,2639.99,16.0,30.0,1,2,1,5,1
19,4040.98,1.0,23.0,2,1,1,2,0
48,13187.68,12.0,19.0,2,2,0,4,1
21,6965.56,10.0,19.0,1,1,0,3,0
49,3983.59,4.0,10.0,4,2,0,4,1
53,1346.47,9.0,29.0,1,5,0,2,1
23,1000.0,9.0,21.0,2,5,0,7,1
36,,2.0,0.0,2,2,0,6,0
23,7003.82,19.0,15.0,2,1,0,9,0
42,10911.05,8.0,16.0,4,4,0,0,0
57,3978.42,1.0,35.0,4,2,0,2,1
21,13567.45,1.0,17.0,3,2,0,0,0
35,3271.25,29.0,22.0,2,4,0,2,0
59,5428.95,4.0,3.0,3,2,0,1,0
30,1641.9,27.0,15.0,3,2,1,1,1
23,10958.43,5.0,11.0,3,4,1,5,1
39,15938.8,3.0,19.0,1,2,0,1,0
39,1000.0,16.0,35.0,1,3,0,5,0
46,4942.27,26.0,37.0,1,4,1,0,1
31,12191.51,3.0,11.0,2,2,0,6,0
59,1000.0,10.0,24.0,3,4,0,7,0
40,9050.08,22.0,38.0,4,2,1,8,1
30,,2.0,9.0,2,5,0,3,0
59,6852.03,5.0,17.0,4,2,0,3,0
57,8976.18,9.0,20.0,2,1,0,4,0
39,14424.06,24.0,0.0,1,3,0,8,1
19,15267.92,24.0,18.0,3,5,0,8,0
43,6221.15,21.0,4.0,2,3,0,5,1
41,4104.3,20.0,12.0,4,3,0,9,0
24,2360.09,1.0,4.0,4,5,0,2,0
45,10896.34,7.0,29.0,1,2,0,5,1
54,1000.0,27.0,33.0,2,4,0,1,0
22,5363.42,21.0,10.0,2,1,0,0,0
49,6962.1,7.0,1.0,4,1,0,6,0
24,4236.49,21.0,19.0,1,1,1,4,1
50,7759.19,22.0,4.0,4,5,0,5,0
36,18040.31,22.0,17.0,2,1,1,9,0
18,5952.81,29.0,21.0,3,2,1,4,0
59,4540.67,16.0,18.0,2,1,0,9,0
25,11068.99,2.0,20.0,4,1,0,5,1
43,7578.13,24.0,22.0,3,2,0,3,1
25,12977.01,1.0,6.0,1,1,1,0,0
58,7241.09,19.0,27.0,2,4,1,9,1
49,5382.1,24.0,26.0,3,4,0,7,0
52,1000.0,4.0,5.0,3,3,1,3,1
36,1000.0,24.0,17.0,4,2,1,7,0
38,1000.0,24.0,,2,4,0,8,1
45,8207.03,19.0,15.0,4,2,1,0,0
51,1000.0,10.0,30.0,2,1,0,9,1
54,12150.1,6.0,23.0,4,2,0,1,0
18,6636.11,21.0,36.0,4,2,1,1,0
46,5401.16,5.0,22.0,3,2,1,4,0
22,2702.65,20.0,1.0,4,2,0,2,0
30,9300.16,5.0,28.0,3,4,0,3,0
53,2879.76,10.0,2.0,3,3,0,5,0
28,2065.8,15.0,13.0,1,1,0,4,1
52,11847.57,5.0,37.0,2,2,0,3,0
37,8095.8,24.0,39.0,3,3,0,5,0
28,5442.82,21.0,5.0,4,1,0,9,0
32,9386.45,1.0,39.0,4,1,0,6,0
40,6540.19,25.0,39.0,3,3,0,4,0
50,8223.56,21.0,35.0,4,2,1,6,0
44,2824.18,25.0,33.0,4,1,0,8,0
58,15816.79,18.0,3.0,4,2,0,0,0
55,3891.71,19.0,4.0,1,2,0,1,0
50,13502.07,12.0,24.0,3,1,0,9,0
43,5650.09,7.0,4.0,3,3,0,9,0
30,10131.94,7.0,10.0,4,2,1,7,0
35,9804.01,10.0,39.0,3,1,0,7,0
23,,9.0,36.0,4,4,0,9,0
34,2717.19,22.0,10.0,4,2,1,0,0
57,,16.0,21.0,3,5,0,5,0
36,14808.98,12.0,21.0,4,1,1,1,0
22,5335.88,22.0,10.0,3,2,1,9,1
46,6656.18,22.0,9.0,3,3,0,1,0
59,4144.49,28.0,17.0,3,4,1,1,0
55,4941.04,9.0,24.0,4,3,1,5,0
29,14201.4,8.0,32.0,4,3,1,3,0
37,1980.94,1.0,33.0,4,3,0,8,0
40,2260.47,5.0,0.0,2,1,0,2,0
28,13749.05,18.0,26.0,3,3,0,7,0
29,9310.47,24.0,24.0,4,2,0,3,0
28,16041.67,18.0,1.0,4,1,0,5,0
60,4473.03,29.0,33.0,4,1,0,9,0
50,7068.27,19.0,23.0,3,1,0,6,1
54,3526.95,26.0,28.0,3,1,0,1,0
53,7144.86,8.0,26.0,1,1,0,9,0
59,,10.0,13.0,4,1,0,9,1
22,9582.3,24.0,8.0,2,3,0,4,0
55,7955.63,20.0,15.0,4,2,0,3,0
20,6241.0,15.0,30.0,1,1,0,7,0
38,4743.36,28.0,25.0,4,3,0,5,0
43,2473.61,23.0,25.0,3,1,0,0,0
33,9774.71,9.0,5.0,1,2,0,3,0
24,1230.1,18.0,0.0,3,5,0,0,0
26,8803.53,12.0,26.0,3,3,0,2,0
53,15835.03,13.0,38.0,4,2,0,1,0
31,13184.85,24.0,14.0,3,2,0,9,1
31,1000.0,20.0,17.0,3,1,1,9,0
57,4084.68,1.0,38.0,1,2,1,0,0
24,8396.53,,9.0,4,2,1,7,1
57,6183.73,19.0,20.0,4,2,0,8,0
57,1000.0,15.0,3.0,4,5,0,9,0
43,8233.92,9.0,10.0,1,3,0,8,1
25,6454.92,19.0,14.0,4,3,0,3,0
24,15114.46,,27.0,2,3,0,4,0
30,5360.47,3.0,12.0,4,3,0,1,0
42,11756.02,18.0,18.0,1,2,0,8,1
24,1000.0,27.0,11.0,1,4,1,0,1
37,1873.96,12.0,5.0,2,3,0,5,1
22,9747.48,10.0,31.0,4,3,0,4,0
41,11376.79,8.0,26.0,3,1,0,3,0
18,2191.73,7.0,25.0,3,2,0,9,1
48,6608.35,12.0,23.0,2,2,0,4,0
20,1000.0,23.0,5.0,4,1,0,0,0
26,,6.0,,3,3,0,8,1
25,10266.15,7.0,28.0,1,5,0,9,0
53,4542.69,29.0,19.0,4,3,0,3,0
20,5379.34,29.0,28.0,3,1,0,2,0
36,1415.92,7.0,13.0,3,1,0,7,0
43,3582.39,13.0,20.0,2,2,0,0,0
40,14411.5,12.0,15.0,3,1,0,6,0
47,6828.16,9.0,39.0,1,1,1,1,0
52,1989.62,5.0,7.0,3,1,0,2,0
34,5083.53,2.0,11.0,3,2,0,0,0
53,1000.0,18.0,27.0,3,1,0,6,1
31,1936.28,2.0,2.0,2,1,0,6,0
60,12621.53,19.0,20.0,2,4,0,4,0
39,5858.83,3.0,1.0,2,5,1,9,0
49,15008.29,5.0,21.0,3,4,0,0,0
55,6070.93,1.0,,2,1,0,9,0
